event_id,date,year,quarter,month,company_name,industry,region,country,company_size,total_workforce_before,headcount_cut,workforce_after,pct_workforce_cut,role_category,seniority_level,ai_exposure_score,stated_reason,ai_cited_as_reason,revenue_growth_yoy_pct,ai_capex_change_yoy_pct,stock_price_change_30d_pct,shifted_staff_to_ai_roles,source_type
LAYOFF-00732,03/08/2025,2025,Q3,August,IonixDynamics,Manufacturing,Asia Pacific,Australia,"SMB (200-1,000)",65,5,60,3.65,IT/Infrastructure,Mid-Level (3-7 yrs),25,Merger/Acquisition,No,-16.3,-13.8,1.2,No,News Report
LAYOFF-00733,05/08/2025,2025,Q3,August,CorHoldings,Telecom,North America,United States,"Enterprise (10,000+)",114220,5365,108855,4.7,Customer Support,Executive/Leadership,57,AI/Automation,Yes,13.9,45.1,1.8,No,Press Release
LAYOFF-00734,06/08/2025,2025,Q3,August,ZenNetworks,Consumer Internet,Europe,Ireland,"SMB (200-1,000)",7824,357,7467,4.56,Software Engineering,Senior (8-15 yrs),58,AI/Automation,Yes,21.7,67.3,-0.1,No,Press Release
LAYOFF-00735,07/08/2025,2025,Q3,August,NovaCorp,Technology/Software,North America,Mexico,"SMB (200-1,000)",9423,660,8763,7.01,Sales,Mid-Level (3-7 yrs),48,AI/Automation,Yes,6.2,22.4,3,Yes,News Report
LAYOFF-00736,07/08/2025,2025,Q3,August,CorGlobal,Transportation/Logistics,North America,Canada,"Enterprise (10,000+)",4171,178,3993,4.27,Legal,Senior (8-15 yrs),39,Restructuring/Reorg,No,16.4,7.1,12.4,No,News Report
LAYOFF-00737,07/08/2025,2025,Q3,August,NovaNetworks,Healthcare,North America,United States,"Enterprise (10,000+)",81,5,76,3.73,Sales,Mid-Level (3-7 yrs),33,AI/Automation,Yes,14.5,57.9,1.7,No,News Report
LAYOFF-00738,08/08/2025,2025,Q3,August,ZenWorks,Technology/Software,North America,Canada,"Mid-Market (1,000-10,000)",5448,163,5285,3,Operations,Senior (8-15 yrs),50,Merger/Acquisition,No,-16.5,39.1,7.2,No,News Report
LAYOFF-00739,10/08/2025,2025,Q3,August,GraniteDynamics,Finance/Banking,North America,Canada,Startup (<200),146,6,140,4.4,IT/Infrastructure,Senior (8-15 yrs),51,Restructuring/Reorg,No,10.3,16.5,-6.5,No,Earnings Call Transcript
LAYOFF-00740,11/08/2025,2025,Q3,August,LumDynamics,Finance/Banking,Asia Pacific,Australia,"Mid-Market (1,000-10,000)",4022,375,3647,9.34,Data Entry/Back Office,Mid-Level (3-7 yrs),98,Market/Economic Conditions,No,0,42.6,-6.9,No,Press Release
LAYOFF-00741,15/08/2025,2025,Q3,August,SilverCorp,Technology/Software,Middle East/Africa,UAE,"Enterprise (10,000+)",8078,82,7996,1.03,IT/Infrastructure,Senior (8-15 yrs),32,Cost-Cutting,No,-10.3,33.6,-4.8,No,News Report
LAYOFF-00742,17/08/2025,2025,Q3,August,MeridianNetworks,Healthcare,North America,Canada,"Enterprise (10,000+)",159175,18828,140347,11.83,Content/Creative,Entry-Level (0-2 yrs),80,AI/Automation,Yes,16.5,52.3,8.4,Yes,News Report
LAYOFF-00743,17/08/2025,2025,Q3,August,CobaltGlobal,Consumer Internet,North America,Canada,"Enterprise (10,000+)",128,8,120,7.02,HR/People Ops,Entry-Level (0-2 yrs),54,Restructuring/Reorg,No,-12.9,19.6,8.1,No,Press Release
LAYOFF-00744,17/08/2025,2025,Q3,August,CorTechnologies,Finance/Banking,North America,Mexico,"Mid-Market (1,000-10,000)",8489,563,7926,6.64,Product Management,Mid-Level (3-7 yrs),35,AI/Automation,Yes,36.2,28,7.7,Yes,Press Release
LAYOFF-00745,17/08/2025,2025,Q3,August,JunoTechnologies,Manufacturing,North America,United States,"Enterprise (10,000+)",26964,239,26725,0.89,Customer Support,Entry-Level (0-2 yrs),99,Cost-Cutting,No,8.9,-20,-6.6,No,Earnings Call Transcript
LAYOFF-00746,17/08/2025,2025,Q3,August,HarborLabs,Energy,North America,United States,"Mid-Market (1,000-10,000)",4395,190,4205,4.33,Sales,Senior (8-15 yrs),27,Overhiring Correction,No,-0.4,34.7,11.6,No,Earnings Call Transcript
LAYOFF-00747,17/08/2025,2025,Q3,August,HelioDynamics,Finance/Banking,Asia Pacific,Australia,"SMB (200-1,000)",274,11,263,4.09,HR/People Ops,Senior (8-15 yrs),67,Cost-Cutting,No,-1.3,-20,-5.3,No,Press Release
LAYOFF-00748,20/08/2025,2025,Q3,August,CorGroup,Finance/Banking,Latin America,Chile,"Enterprise (10,000+)",9359,327,9032,3.5,Marketing,Entry-Level (0-2 yrs),73,AI/Automation,Yes,25.5,77.4,0.9,No,CEO Memo
LAYOFF-00749,20/08/2025,2025,Q3,August,CedarTechnologies,Retail/E-commerce,North America,United States,"Enterprise (10,000+)",102,13,89,12.82,Customer Support,Mid-Level (3-7 yrs),77,Market/Economic Conditions,No,-4.2,-5,6.4,No,Earnings Call Transcript
LAYOFF-00750,20/08/2025,2025,Q3,August,LumPartners,Consulting/Professional Services,North America,United States,"SMB (200-1,000)",1151,83,1068,7.25,Marketing,Entry-Level (0-2 yrs),74,Restructuring/Reorg,No,0.1,29.7,5.5,No,Press Release
LAYOFF-00751,22/08/2025,2025,Q3,August,TerraTechnologies,Finance/Banking,North America,Canada,"SMB (200-1,000)",878,26,852,3.02,Consulting/Advisory,Executive/Leadership,2,AI/Automation,Yes,14.2,49.7,-9.4,No,News Report
LAYOFF-00752,22/08/2025,2025,Q3,August,NexGroup,Retail/E-commerce,Asia Pacific,Japan,"SMB (200-1,000)",681,54,627,7.97,Legal,Mid-Level (3-7 yrs),44,AI/Automation,Yes,17.6,50.6,-8.7,No,News Report
LAYOFF-00753,22/08/2025,2025,Q3,August,HarborLabs,Energy,North America,Canada,"Mid-Market (1,000-10,000)",4395,552,3843,12.58,HR/People Ops,Mid-Level (3-7 yrs),52,Cost-Cutting,No,22.6,43.7,-7.9,No,SEC Filing
LAYOFF-00754,22/08/2025,2025,Q3,August,HelioLabs,Energy,Europe,Germany,"SMB (200-1,000)",170,18,152,11.15,Consulting/Advisory,Executive/Leadership,2,Market/Economic Conditions,No,17.2,14.9,-2.3,No,Earnings Call Transcript
LAYOFF-00755,23/08/2025,2025,Q3,August,KestrelNetworks,Consulting/Professional Services,Latin America,Argentina,"Enterprise (10,000+)",119615,13513,106102,11.3,Software Engineering,Senior (8-15 yrs),66,Overhiring Correction,No,5,5.9,-21.7,No,Earnings Call Transcript
LAYOFF-00756,24/08/2025,2025,Q3,August,GraniteNetworks,Manufacturing,North America,Mexico,"SMB (200-1,000)",994,97,897,9.77,Sales,Mid-Level (3-7 yrs),17,Overhiring Correction,No,-4.5,-11.1,14.5,No,SEC Filing
LAYOFF-00757,27/08/2025,2025,Q3,August,CorCorp,Pharma/Chemicals,North America,United States,"Enterprise (10,000+)",105102,2694,102408,2.56,Sales,Entry-Level (0-2 yrs),54,AI/Automation,Yes,-1.4,35.6,-0.8,No,News Report
LAYOFF-00758,27/08/2025,2025,Q3,August,CorIndustries,Technology/Software,North America,Canada,"SMB (200-1,000)",57312,3913,53399,6.83,Product Management,Mid-Level (3-7 yrs),29,Overhiring Correction,No,-2.9,11.1,-6.5,No,Press Release
LAYOFF-00759,01/09/2025,2025,Q3,September,TerraTechnologies,Finance/Banking,North America,United States,"SMB (200-1,000)",878,83,795,9.51,Legal,Senior (8-15 yrs),34,AI/Automation,Yes,13.3,27.2,-5.7,No,News Report
LAYOFF-00760,02/09/2025,2025,Q3,September,CobaltPartners,Consumer Internet,North America,United States,"Mid-Market (1,000-10,000)",885,106,779,12.03,Sales,Mid-Level (3-7 yrs),37,AI/Automation,Yes,8.4,-11.6,-11.5,Yes,News Report
LAYOFF-00761,03/09/2025,2025,Q3,September,DeltaDynamics,Pharma/Chemicals,Asia Pacific,Japan,"SMB (200-1,000)",60077,2271,57806,3.78,HR/People Ops,Entry-Level (0-2 yrs),78,AI/Automation,Yes,21.1,57.9,-3.2,Yes,News Report
LAYOFF-00762,03/09/2025,2025,Q3,September,HelioDynamics,Finance/Banking,Asia Pacific,Singapore,"SMB (200-1,000)",274,14,260,5.22,IT/Infrastructure,Executive/Leadership,42,Cost-Cutting,No,-4.7,38.6,-10.9,No,WARN Notice
LAYOFF-00763,04/09/2025,2025,Q3,September,QuantPartners,Manufacturing,Middle East/Africa,Saudi Arabia,"Enterprise (10,000+)",7868,227,7641,2.9,Finance/Accounting,Entry-Level (0-2 yrs),70,Overhiring Correction,No,-12.4,-1.2,3,No,Press Release
LAYOFF-00764,05/09/2025,2025,Q3,September,HarborDynamics,Technology/Software,North America,Mexico,"Enterprise (10,000+)",60,5,55,5.2,Marketing,Mid-Level (3-7 yrs),83,AI/Automation,Yes,6.9,37.9,1.6,Yes,Press Release
LAYOFF-00765,05/09/2025,2025,Q3,September,NexWorks,Telecom,North America,Canada,Startup (<200),7091,842,6249,11.88,HR/People Ops,Entry-Level (0-2 yrs),65,Overhiring Correction,No,0.1,-14.8,-10.5,No,WARN Notice
LAYOFF-00766,06/09/2025,2025,Q3,September,CedarGroup,Energy,North America,Canada,"Enterprise (10,000+)",992,54,938,5.54,Product Management,Mid-Level (3-7 yrs),41,Restructuring/Reorg,No,-44.5,-16.9,2.2,No,Press Release
LAYOFF-00767,06/09/2025,2025,Q3,September,CorIndustries,Technology/Software,North America,Mexico,"SMB (200-1,000)",57312,4049,53263,7.07,Legal,Entry-Level (0-2 yrs),49,Overhiring Correction,No,5.6,16.3,0.1,No,SEC Filing
LAYOFF-00768,06/09/2025,2025,Q3,September,FalconWorks,Retail/E-commerce,North America,Mexico,"SMB (200-1,000)",7969,1664,6305,20.88,Software Engineering,Entry-Level (0-2 yrs),62,Restructuring/Reorg,No,-10.2,-20,0.9,No,CEO Memo
LAYOFF-00769,07/09/2025,2025,Q3,September,CedarNetworks,Healthcare,Asia Pacific,China,"Enterprise (10,000+)",76,5,71,6.6,Product Management,Entry-Level (0-2 yrs),49,Restructuring/Reorg,No,-24.1,-9.5,-2.4,No,SEC Filing
LAYOFF-00770,08/09/2025,2025,Q3,September,DeltaGlobal,Technology/Software,North America,Canada,"Enterprise (10,000+)",5280,116,5164,2.21,Customer Support,Entry-Level (0-2 yrs),93,Market/Economic Conditions,No,5,20,11.7,No,SEC Filing
LAYOFF-00771,10/09/2025,2025,Q3,September,SilverSystems,Consumer Internet,North America,Mexico,"Enterprise (10,000+)",1735,32,1703,1.86,Content/Creative,Entry-Level (0-2 yrs),83,AI/Automation,Yes,25.6,31.7,-0.3,Yes,CEO Memo
LAYOFF-00772,10/09/2025,2025,Q3,September,CedarGroup,Energy,North America,United States,"Enterprise (10,000+)",992,47,945,4.8,Content/Creative,Senior (8-15 yrs),76,Market/Economic Conditions,No,11.5,15.8,-3.4,No,Earnings Call Transcript
LAYOFF-00773,12/09/2025,2025,Q3,September,KestrelIndustries,Energy,North America,Canada,"Enterprise (10,000+)",121451,8996,112455,7.41,Data Entry/Back Office,Entry-Level (0-2 yrs),67,AI/Automation,Yes,22,4.6,-0.3,Yes,Press Release
LAYOFF-00774,12/09/2025,2025,Q3,September,HarborNetworks,Consumer Internet,Latin America,Chile,"Mid-Market (1,000-10,000)",206780,10191,196589,4.93,Sales,Entry-Level (0-2 yrs),57,Market/Economic Conditions,No,10.7,-8.5,3.7,No,CEO Memo
LAYOFF-00775,13/09/2025,2025,Q3,September,BriNetworks,Media/Content,Latin America,Argentina,"SMB (200-1,000)",116612,2740,113872,2.35,Software Engineering,Senior (8-15 yrs),54,Cost-Cutting,No,4.7,-2.4,1.8,No,News Report
LAYOFF-00776,15/09/2025,2025,Q3,September,LumGlobal,Technology/Software,North America,Mexico,"Enterprise (10,000+)",3857,359,3498,9.31,Content/Creative,Entry-Level (0-2 yrs),75,Cost-Cutting,No,39.6,-18.5,-5.3,No,News Report
LAYOFF-00777,16/09/2025,2025,Q3,September,GraniteLabs,Technology/Software,North America,Mexico,"Enterprise (10,000+)",977,30,947,3.13,Legal,Mid-Level (3-7 yrs),55,AI/Automation,Yes,-4,17.6,2.5,No,Press Release
LAYOFF-00778,16/09/2025,2025,Q3,September,MeridianPartners,Finance/Banking,Asia Pacific,India,"Mid-Market (1,000-10,000)",417,57,360,13.7,Consulting/Advisory,Senior (8-15 yrs),37,Cost-Cutting,No,29,-7.7,-0.4,No,Earnings Call Transcript
LAYOFF-00779,17/09/2025,2025,Q3,September,BriGroup,Consulting/Professional Services,North America,Canada,"Mid-Market (1,000-10,000)",9155,376,8779,4.11,Consulting/Advisory,Senior (8-15 yrs),32,Restructuring/Reorg,No,7.9,8.6,5.2,No,News Report
LAYOFF-00780,17/09/2025,2025,Q3,September,AstraSystems,Retail/E-commerce,North America,Mexico,"Mid-Market (1,000-10,000)",180628,17426,163202,9.65,Data Entry/Back Office,Senior (8-15 yrs),77,AI/Automation,Yes,-17.1,42.6,-0.8,No,News Report
LAYOFF-00781,18/09/2025,2025,Q3,September,HarborCorp,Manufacturing,Latin America,Brazil,"Enterprise (10,000+)",4099,251,3848,6.14,Customer Support,Entry-Level (0-2 yrs),96,AI/Automation,Yes,20.8,19.7,19.8,No,SEC Filing
LAYOFF-00782,18/09/2025,2025,Q3,September,CorDynamics,Technology/Software,Asia Pacific,India,"SMB (200-1,000)",7168,912,6256,12.73,Customer Support,Entry-Level (0-2 yrs),92,AI/Automation,Yes,26.1,50.2,18.9,No,Earnings Call Transcript
LAYOFF-00783,18/09/2025,2025,Q3,September,HarborLabs,Energy,North America,Mexico,"Mid-Market (1,000-10,000)",4395,490,3905,11.17,HR/People Ops,Senior (8-15 yrs),35,Market/Economic Conditions,No,17.4,16.5,0.3,No,CEO Memo
LAYOFF-00784,18/09/2025,2025,Q3,September,ZenSolutions,Technology/Software,North America,United States,"SMB (200-1,000)",461,19,442,4.27,Consulting/Advisory,Executive/Leadership,22,AI/Automation,Yes,20.7,30.3,-0.5,No,Press Release
LAYOFF-00785,18/09/2025,2025,Q3,September,SilverGroup,Consulting/Professional Services,North America,Mexico,"Mid-Market (1,000-10,000)",217258,5288,211970,2.43,Sales,Senior (8-15 yrs),36,AI/Automation,Yes,0.6,55.5,5.8,Yes,WARN Notice
LAYOFF-00786,19/09/2025,2025,Q3,September,PaceNetworks,Manufacturing,North America,Mexico,"SMB (200-1,000)",3979,98,3881,2.48,Content/Creative,Entry-Level (0-2 yrs),73,Cost-Cutting,No,11.7,-13,3.4,No,News Report
LAYOFF-00787,21/09/2025,2025,Q3,September,QuantGroup,Energy,Europe,France,"SMB (200-1,000)",2801,80,2721,2.87,Product Management,Entry-Level (0-2 yrs),35,AI/Automation,Yes,7,66.1,0,No,CEO Memo
LAYOFF-00788,21/09/2025,2025,Q3,September,SilverNetworks,Manufacturing,North America,United States,"SMB (200-1,000)",2974,261,2713,8.8,Operations,Senior (8-15 yrs),56,AI/Automation,Yes,18.5,7.2,1.6,No,CEO Memo
LAYOFF-00789,23/09/2025,2025,Q3,September,QuantWorks,Manufacturing,Middle East/Africa,South Africa,"Mid-Market (1,000-10,000)",73,5,68,8.03,Software Engineering,Mid-Level (3-7 yrs),88,AI/Automation,Yes,11.8,55.9,-5.2,No,Earnings Call Transcript
LAYOFF-00790,24/09/2025,2025,Q3,September,ZenWorks,Technology/Software,North America,United States,"Mid-Market (1,000-10,000)",5448,368,5080,6.76,Data Entry/Back Office,Entry-Level (0-2 yrs),99,AI/Automation,Yes,9.7,6.8,6.4,No,Press Release
LAYOFF-00791,24/09/2025,2025,Q3,September,NexLabs,Technology/Software,Europe,France,"Enterprise (10,000+)",935,99,836,10.69,Software Engineering,Entry-Level (0-2 yrs),79,AI/Automation,Yes,17.3,29.7,8.4,No,Press Release
LAYOFF-00792,24/09/2025,2025,Q3,September,FalconLabs,Transportation/Logistics,North America,Mexico,"Enterprise (10,000+)",163,5,158,1.72,IT/Infrastructure,Mid-Level (3-7 yrs),51,Cost-Cutting,No,-18.3,5,-0.1,No,News Report
LAYOFF-00793,25/09/2025,2025,Q3,September,BriLabs,Media/Content,Europe,United Kingdom,"Mid-Market (1,000-10,000)",1317,216,1101,16.41,Marketing,Mid-Level (3-7 yrs),51,AI/Automation,Yes,17.5,50.5,6,No,Earnings Call Transcript
LAYOFF-00794,25/09/2025,2025,Q3,September,LumHoldings,Media/Content,North America,United States,"Mid-Market (1,000-10,000)",55,5,50,6.57,HR/People Ops,Mid-Level (3-7 yrs),43,Cost-Cutting,No,21.6,31.1,-7,No,News Report
LAYOFF-00795,01/10/2025,2025,Q4,October,NovaCorp,Technology/Software,North America,United States,"SMB (200-1,000)",9423,309,9114,3.28,Operations,Mid-Level (3-7 yrs),58,AI/Automation,Yes,19.6,20.8,-2.2,Yes,Earnings Call Transcript
LAYOFF-00796,02/10/2025,2025,Q4,October,VorCorp,Manufacturing,Asia Pacific,Australia,"Mid-Market (1,000-10,000)",550,26,524,4.86,Consulting/Advisory,Senior (8-15 yrs),31,Merger/Acquisition,No,24.8,-20,-10.3,No,News Report
LAYOFF-00797,03/10/2025,2025,Q4,October,MeridianDynamics,Energy,North America,Canada,"SMB (200-1,000)",204242,16176,188066,7.92,Customer Support,Senior (8-15 yrs),54,AI/Automation,Yes,9.6,51.9,3.8,No,News Report
LAYOFF-00798,04/10/2025,2025,Q4,October,TerraPartners,Retail/E-commerce,Middle East/Africa,Saudi Arabia,Startup (<200),81194,4074,77120,5.02,Legal,Entry-Level (0-2 yrs),49,Overhiring Correction,No,-20.3,11.3,-5.7,No,Press Release
LAYOFF-00799,05/10/2025,2025,Q4,October,MeridianSystems,Telecom,Asia Pacific,China,"Mid-Market (1,000-10,000)",295,45,250,15.29,Manufacturing/Production,Entry-Level (0-2 yrs),74,Restructuring/Reorg,No,-6.5,18.5,-10.1,No,News Report
LAYOFF-00800,05/10/2025,2025,Q4,October,VectGroup,Consumer Internet,Asia Pacific,Singapore,"Enterprise (10,000+)",7754,280,7474,3.62,Manufacturing/Production,Mid-Level (3-7 yrs),25,AI/Automation,Yes,19.9,20,-4.9,No,News Report
LAYOFF-00801,07/10/2025,2025,Q4,October,CobaltDynamics,Consulting/Professional Services,Latin America,Argentina,"Enterprise (10,000+)",125,5,120,1.87,Sales,Entry-Level (0-2 yrs),52,Merger/Acquisition,No,2.3,-20,-16.3,No,News Report
LAYOFF-00802,07/10/2025,2025,Q4,October,DeltaLabs,Consumer Internet,Asia Pacific,Singapore,"Enterprise (10,000+)",908,127,781,14,Manufacturing/Production,Senior (8-15 yrs),40,AI/Automation,Yes,13.9,-14.6,-0.1,No,CEO Memo
LAYOFF-00803,08/10/2025,2025,Q4,October,TerraCorp,Consumer Internet,Europe,United Kingdom,"Enterprise (10,000+)",4040,249,3791,6.17,Legal,Mid-Level (3-7 yrs),43,AI/Automation,Yes,36.3,10.3,-1.6,No,News Report
LAYOFF-00804,08/10/2025,2025,Q4,October,CobaltIndustries,Manufacturing,North America,Canada,"SMB (200-1,000)",115954,4397,111557,3.79,Content/Creative,Senior (8-15 yrs),61,AI/Automation,Yes,35.2,45.7,-5.8,Yes,News Report
LAYOFF-00805,08/10/2025,2025,Q4,October,LumCorp,Healthcare,North America,Mexico,"Enterprise (10,000+)",108,5,103,1.52,Finance/Accounting,Mid-Level (3-7 yrs),76,AI/Automation,Yes,-13.8,57.2,-0.2,No,News Report
LAYOFF-00806,08/10/2025,2025,Q4,October,OrbiNetworks,Media/Content,Asia Pacific,Australia,"Mid-Market (1,000-10,000)",8273,1675,6598,20.25,IT/Infrastructure,Senior (8-15 yrs),34,AI/Automation,Yes,6,24,14.8,Yes,News Report
LAYOFF-00807,09/10/2025,2025,Q4,October,NovaNetworks,Healthcare,North America,Canada,"Enterprise (10,000+)",81,11,70,13.8,Finance/Accounting,Executive/Leadership,41,Market/Economic Conditions,No,15.9,35.2,-15.1,No,Press Release
LAYOFF-00808,09/10/2025,2025,Q4,October,HarborNetworks,Consumer Internet,Latin America,Chile,"Mid-Market (1,000-10,000)",206780,9924,196856,4.8,Product Management,Mid-Level (3-7 yrs),22,AI/Automation,Yes,-2.5,57.7,7.9,No,News Report
LAYOFF-00809,11/10/2025,2025,Q4,October,LumNetworks,Technology/Software,North America,United States,"Enterprise (10,000+)",76,6,70,8.51,Content/Creative,Mid-Level (3-7 yrs),71,AI/Automation,Yes,21.5,24.9,1.6,No,CEO Memo
LAYOFF-00810,12/10/2025,2025,Q4,October,NexGlobal,Finance/Banking,Asia Pacific,Japan,"Enterprise (10,000+)",8952,365,8587,4.08,Marketing,Entry-Level (0-2 yrs),80,Restructuring/Reorg,No,0.2,-14.5,-11,No,WARN Notice
LAYOFF-00811,14/10/2025,2025,Q4,October,IonixPartners,Finance/Banking,Europe,Germany,"Mid-Market (1,000-10,000)",3846,81,3765,2.12,Finance/Accounting,Senior (8-15 yrs),57,AI/Automation,Yes,2.1,9.3,3.5,No,Earnings Call Transcript
LAYOFF-00812,15/10/2025,2025,Q4,October,LumGlobal,Technology/Software,North America,United States,"Enterprise (10,000+)",3857,144,3713,3.74,Finance/Accounting,Entry-Level (0-2 yrs),76,AI/Automation,Yes,31,51.1,7.9,No,SEC Filing
LAYOFF-00813,15/10/2025,2025,Q4,October,OnyxSolutions,Technology/Software,North America,United States,Startup (<200),95439,1506,93933,1.58,Operations,Mid-Level (3-7 yrs),47,Cost-Cutting,No,-21.1,-20,-9.8,No,News Report
LAYOFF-00814,16/10/2025,2025,Q4,October,CobaltSolutions,Consumer Internet,Europe,Netherlands,"Enterprise (10,000+)",345,37,308,10.86,Legal,Senior (8-15 yrs),49,Overhiring Correction,No,-15.2,24.4,-15.1,No,Press Release
LAYOFF-00815,16/10/2025,2025,Q4,October,HelioIndustries,Technology/Software,North America,Canada,"Mid-Market (1,000-10,000)",98,5,93,3.24,IT/Infrastructure,Mid-Level (3-7 yrs),65,AI/Automation,Yes,11,66.6,5,No,WARN Notice
LAYOFF-00816,16/10/2025,2025,Q4,October,ZenNetworks,Consumer Internet,Europe,Germany,"SMB (200-1,000)",7824,128,7696,1.64,Software Engineering,Senior (8-15 yrs),57,Restructuring/Reorg,No,2.5,35.4,-1.7,No,SEC Filing
LAYOFF-00817,17/10/2025,2025,Q4,October,KestrelGlobal,Transportation/Logistics,Latin America,Brazil,"Enterprise (10,000+)",79254,2144,77110,2.71,Operations,Mid-Level (3-7 yrs),55,Cost-Cutting,No,14.3,-20,-1,No,News Report
LAYOFF-00818,17/10/2025,2025,Q4,October,AstraCorp,Transportation/Logistics,North America,Canada,Startup (<200),134347,10855,123492,8.08,Data Entry/Back Office,Entry-Level (0-2 yrs),86,AI/Automation,Yes,22.3,36.7,9.2,No,Press Release
LAYOFF-00819,18/10/2025,2025,Q4,October,DeltaSolutions,Transportation/Logistics,Asia Pacific,India,"SMB (200-1,000)",6089,158,5931,2.6,Operations,Senior (8-15 yrs),28,Restructuring/Reorg,No,20.2,-20,-14.5,No,SEC Filing
LAYOFF-00820,18/10/2025,2025,Q4,October,VorSolutions,Manufacturing,North America,Mexico,"Mid-Market (1,000-10,000)",124,33,91,26.88,HR/People Ops,Mid-Level (3-7 yrs),43,Market/Economic Conditions,No,-15.3,13.6,-12.2,No,News Report
LAYOFF-00821,20/10/2025,2025,Q4,October,BriPartners,Technology/Software,Latin America,Argentina,"Mid-Market (1,000-10,000)",145185,16424,128761,11.31,Software Engineering,Executive/Leadership,59,AI/Automation,Yes,34.6,24.4,12.8,Yes,News Report
LAYOFF-00822,21/10/2025,2025,Q4,October,GraniteGroup,Energy,North America,Mexico,"SMB (200-1,000)",245,5,240,2.43,Operations,Entry-Level (0-2 yrs),52,AI/Automation,Yes,19.6,27.3,1.6,No,SEC Filing
LAYOFF-00823,21/10/2025,2025,Q4,October,VorGlobal,Pharma/Chemicals,Europe,France,"Mid-Market (1,000-10,000)",195139,4281,190858,2.19,IT/Infrastructure,Entry-Level (0-2 yrs),49,Restructuring/Reorg,No,11.2,8,-1.1,No,CEO Memo
LAYOFF-00824,22/10/2025,2025,Q4,October,GraniteGlobal,Healthcare,North America,Canada,"Mid-Market (1,000-10,000)",623,21,602,3.47,Software Engineering,Entry-Level (0-2 yrs),73,AI/Automation,Yes,1.9,81.9,10,No,News Report
LAYOFF-00825,22/10/2025,2025,Q4,October,GraniteSolutions,Finance/Banking,North America,United States,"SMB (200-1,000)",85872,4175,81697,4.86,Manufacturing/Production,Senior (8-15 yrs),44,Market/Economic Conditions,No,-2.4,-17.3,-0.3,Yes,CEO Memo
LAYOFF-00826,24/10/2025,2025,Q4,October,PaceSolutions,Pharma/Chemicals,North America,Mexico,"Mid-Market (1,000-10,000)",8924,600,8324,6.73,Software Engineering,Entry-Level (0-2 yrs),69,AI/Automation,Yes,21.3,-17.1,-0.4,Yes,CEO Memo
LAYOFF-00827,26/10/2025,2025,Q4,October,GraniteWorks,Technology/Software,North America,Mexico,"SMB (200-1,000)",134,7,127,5.63,Marketing,Senior (8-15 yrs),48,Market/Economic Conditions,No,15.5,-20,-19.7,No,WARN Notice
LAYOFF-00828,26/10/2025,2025,Q4,October,IonixSystems,Telecom,Asia Pacific,India,"SMB (200-1,000)",416,13,403,3.14,Product Management,Entry-Level (0-2 yrs),39,Market/Economic Conditions,No,36.6,5.8,2.2,No,Press Release
LAYOFF-00829,27/10/2025,2025,Q4,October,JunoTechnologies,Manufacturing,North America,Mexico,"Enterprise (10,000+)",26964,1310,25654,4.86,Consulting/Advisory,Senior (8-15 yrs),7,Cost-Cutting,No,-4.4,22.1,-4.8,No,Press Release
LAYOFF-00830,01/11/2025,2025,Q4,November,NovaSolutions,Finance/Banking,North America,Canada,"Mid-Market (1,000-10,000)",8782,340,8442,3.88,Sales,Senior (8-15 yrs),32,AI/Automation,Yes,6.2,40.3,11.6,Yes,CEO Memo
LAYOFF-00831,01/11/2025,2025,Q4,November,AstraNetworks,Telecom,North America,Mexico,"Mid-Market (1,000-10,000)",4164,498,3666,11.97,HR/People Ops,Entry-Level (0-2 yrs),57,Market/Economic Conditions,No,-9.6,-9.8,2.5,No,Press Release
LAYOFF-00832,02/11/2025,2025,Q4,November,HarborHoldings,Technology/Software,Asia Pacific,China,"Mid-Market (1,000-10,000)",5612,162,5450,2.9,IT/Infrastructure,Mid-Level (3-7 yrs),42,AI/Automation,Yes,18.2,29.9,-4.1,Yes,News Report
LAYOFF-00833,04/11/2025,2025,Q4,November,VectDynamics,Finance/Banking,North America,Mexico,"SMB (200-1,000)",33944,482,33462,1.42,Software Engineering,Entry-Level (0-2 yrs),71,AI/Automation,Yes,7.7,66.5,-1.9,No,News Report
LAYOFF-00834,05/11/2025,2025,Q4,November,PaceSystems,Finance/Banking,Europe,Germany,"SMB (200-1,000)",255,5,250,1.59,Manufacturing/Production,Senior (8-15 yrs),33,AI/Automation,Yes,15.9,56.5,-5.1,No,Earnings Call Transcript
LAYOFF-00835,05/11/2025,2025,Q4,November,NovaCorp,Technology/Software,North America,Mexico,"SMB (200-1,000)",9423,573,8850,6.08,Legal,Senior (8-15 yrs),45,AI/Automation,Yes,12.8,53.7,-20.3,Yes,SEC Filing
LAYOFF-00836,06/11/2025,2025,Q4,November,QuantPartners,Manufacturing,Middle East/Africa,South Africa,"Enterprise (10,000+)",7868,634,7234,8.06,HR/People Ops,Mid-Level (3-7 yrs),47,Market/Economic Conditions,No,-0.7,29.9,5.8,No,SEC Filing
LAYOFF-00837,06/11/2025,2025,Q4,November,QuantCorp,Technology/Software,Asia Pacific,India,"Mid-Market (1,000-10,000)",1412,144,1268,10.26,Sales,Executive/Leadership,35,Overhiring Correction,No,5.1,-5.8,-3.5,No,News Report
